id_estudiante,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,tipo_documento,numero_documento,correo_electronico,telefono,direccion,fecha_nacimiento,promedio_academico,historial_notas,materias_perdidas,semestre_cursado,creditos_matriculados,creditos_aprobados,asistencia_clases,rendimiento_periodo,estado_pagos,mora_matricula,becas_apoyos,estrato,ingresos_familiares,num_dependientes,situacion_laboral,horas_trabajo_semanales,lugar_residencia,tipo_vivienda,edad,genero,programa_academico,ciudad_origen,estado_estudiante,atenciones_psicologicas,seguimientos_realizados,casos_riesgo,participacion_institucional,evaluacion_docente
EST-0190,Maritza,,Cardona,Cárdenas,CC,9663346096,maritza.cardona53@email.com,57 326 738 80 01,"Carrera 9ª # 3-4 Este, Torre 8 apartamento 9, 523373, Pasto",1999-03-05,3.12,3.08;3.15,6,2,15,0,70,0.07,Pago parcial,True,No,1,2658000.0,3,Medio tiempo,22,Ciudad cercana,Familiar,27,Femenino,Ingeniería de Sistemas,Piura,Desertor,1,0,False,1,4.0
EST-0191,Carlos,Vilma,Arenas,,CC,5373670734,carlos.arenas37@email.com,302 273 74 37,"Av. calle 78 # 31-1 Este, Local 47, 236586, Pueblo Nuevo, Córdoba",2005-07-24,4.12,4.12,2,1,17,10,66,0.0,Al día,False,No,2,1931000.0,3,Tiempo completo,41,Misma ciudad,Familiar,22,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,4.2
EST-0192,Teresa,Karen,Mosquera,Valencia,CC,8002270074,teresa.mosquera98@email.com,018001442462,"Cr. 96 # 48-1, 948604, San Felipe, Guainía",1997-01-21,2.82,2.98;2.91;2.81;3.13;2.86;2.84;2.54;2.48,7,8,17,0,63,-0.06,En mora,False,No,1,1669000.0,1,Medio tiempo,23,Ciudad lejana,Propia,21,Femenino,Ingeniería de Sistemas,Nazca,Desertor,3,2,True,0,4.3
EST-0193,Jair,Óscar,López,Garzón,CC,7773932551,jair.lópez63@email.com,(+57)3049349901,"Cr. 79 # 6-4 Sur, 476349, Santa Marta",2008-06-13,3.81,3.81;3.80;3.81;3.80;3.83,3,5,18,7,80,0.03,Pago parcial,False,No,4,2317000.0,2,Medio tiempo,16,Misma ciudad,Familiar,19,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,True,2,4.0
EST-0194,Alberto,Jairo,Hernández,,CC,1601244794,alberto.hernández48@email.com,57 303 283 33 86,"Diagonal 91 # 2-30 Sur, Apartamento 892, 153529, Boavita, Boyacá",2005-09-23,4.11,4.12;4.25;4.23;4.23;4.25;3.80;3.89,1,7,19,14,70,0.09,Al día,False,No,3,2565000.0,3,Medio tiempo,25,Misma ciudad,Arrendada,20,Femenino,Ingeniería de Sistemas,Lima,Activo,0,1,False,5,4.6
EST-0195,Inés,Jaime,Serrano,Castellanos,CC,5600823841,inés.serrano78@email.com,57 300 501 57 29,"Cr. 86B Sur # 32-41, Apartamento 83, 502655, Uribe, Meta",2008-02-17,3.62,3.78;3.60;3.50;3.65;3.59,3,5,23,15,88,-0.06,Al día,False,No,2,2677000.0,6,No trabaja,0,Misma ciudad,Arrendada,21,Masculino,Ingeniería de Sistemas,Abancay,Activo,1,0,False,2,3.9
EST-0196,Camilo,Carolina,López,Parada,CC,2033398812,camilo.lópez36@email.com,(+57) 308 165 02 85,"Diagonal 2ª # 2Y-34 Este, 956359, Calamar, Guaviare",2006-04-27,3.54,3.48;3.86;3.44;3.37,3,4,18,7,82,-0.07,Al día,False,No,2,3240000.0,1,Tiempo completo,38,Misma ciudad,Propia,24,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,8,4.8
EST-0197,Freddy,Mónica,Bravo,Contreras,CC,4811249117,freddy.bravo70@email.com,57 608 840 04 59,"Carrera 61 # 67-3 Este, 946812, Inírida",2000-12-29,3.01,3.05;3.35;3.23;3.02;2.82;2.90;2.95;3.08;2.70,6,9,19,0,41,-0.38,Pago parcial,True,No,1,1053000.0,1,Medio tiempo,13,Ciudad cercana,Arrendada,25,Masculino,Ingeniería de Sistemas,Puerto Maldonado,Desertor,0,2,True,1,3.8
EST-0198,Alexandra,Johanna,Martínez,,CC,6089840868,alexandra.martínez50@email.com,6037581897,"Calle 44 # 5-80 Sur, 238503, San Antero, Córdoba",2002-07-23,3.16,3.20;3.13,7,2,15,0,57,-0.07,Al día,True,Sí,2,759000.0,2,Medio tiempo,20,Ciudad lejana,Familiar,26,Masculino,Ingeniería de Sistemas,Moyobamba,Desertor,1,0,False,1,4.4
EST-0199,Francisco,Virginia,Salas,,CC,4914009201,francisco.salas31@email.com,6048572903,"Calle 197G # 1-6 Sur, Apto. 81, 524872, Santacruz, Nariño",2004-08-06,3.98,4.01;4.01;3.93,1,3,14,13,80,-0.08,Pago parcial,False,No,3,1583000.0,6,Tiempo completo,46,Misma ciudad,Familiar,23,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,True,2,4.2
EST-0200,Luis,Norberto,Muñoz,Zapata,CC,4976311198,luis.muñoz86@email.com,(+57)3135250539,"Transversal 132L # 8-8, Casa 5, 702257, San Luis de Sincé, Sucre",2002-06-12,3.27,3.27,6,1,14,0,52,0.0,En mora,True,No,1,2596000.0,3,No trabaja,0,Ciudad lejana,Familiar,24,Femenino,Ingeniería de Sistemas,Lima,Desertor,1,1,False,0,4.0
EST-0201,Arley,Julio,Molina,,CC,6356719569,arley.molina92@email.com,(+57)3231490377,"Cr. 6ª # 4-40 Sur, Casa 4, 151609, Sáchica, Boyacá",2003-05-24,3.76,3.54;3.97,2,2,19,15,88,0.43,Al día,False,Sí,4,1185000.0,1,No trabaja,0,Misma ciudad,Propia,16,Femenino,Ingeniería de Sistemas,Barranca,Activo,1,0,False,1,4.1
EST-0202,Felipe,,Quintero,Rojas,CC,1821150604,felipe.quintero22@email.com,6019702839,"Carrera 180 Sur # 2C-25, Oficina 96, 688798, Encino, Santander",2005-12-18,3.8,3.71;3.90,5,2,11,0,76,0.19,Al día,False,No,2,1325000.0,4,Tiempo completo,46,Ciudad cercana,Arrendada,16,Masculino,Ingeniería de Sistemas,Cajamarca,Desertor,1,5,True,0,3.7
EST-0203,Fernando,,Melo,Córdoba,CC,8944047274,fernando.melo69@email.com,7857943,"Carrera 51 # 23L-25 Sur, 682830, Coromoro, Santander",2000-11-20,3.83,4.05;3.96;4.16;3.61;3.60;3.58,2,6,17,9,57,-0.02,Pago parcial,False,No,3,2069000.0,2,No trabaja,0,Misma ciudad,Arrendada,17,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,2,4.7
EST-0204,Fernando,Elsa,Rojas,Ríos,CC,5513077178,fernando.rojas34@email.com,+57 602 375 19 99,"Carrera 6T Sur # 46-97, Oficina 55, 762725, Yotoco, Valle del Cauca",2002-04-12,4.1,4.04;4.35;4.01;4.15;3.95,2,5,19,12,86,-0.2,Al día,False,Sí,4,2100000.0,5,Medio tiempo,24,Ciudad cercana,Arrendada,19,Femenino,Ingeniería de Sistemas,Pucallpa,Activo,0,1,False,3,4.1
EST-0205,Andrés,,Molina,,CC,6962758474,andrés.molina95@email.com,9827027,"Calle 23 # 82-1 Sur, 130073, San Estanislao, Bolívar",2002-05-26,4.08,4.07;4.12;4.35;3.92;3.97;4.05,2,6,19,13,61,0.08,Al día,False,Sí,2,1694000.0,1,Medio tiempo,16,Misma ciudad,Arrendada,22,Masculino,Ingeniería de Sistemas,Tumbes,Activo,1,0,False,3,3.6
EST-0206,Óscar,,García,Olaya,CC,6622678232,óscar.garcía45@email.com,601 174 78 37,"Cl. 42 # 60X-14, Apto. 14, 252403, Chía, Cundinamarca",2002-05-20,3.55,3.55,3,1,18,11,69,0.0,Al día,False,No,4,1667000.0,2,Medio tiempo,15,Ciudad lejana,Familiar,17,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,2,4.0
EST-0207,Antonio,,López,Vargas,CC,3135803488,antonio.lópez56@email.com,(+57) 606 544 99 13,"Calle 8M Este # 9-55 Este, Oficina 610, 231243, Canalete, Córdoba",2002-10-19,3.94,3.92;3.95,3,2,19,12,95,0.03,Al día,False,No,2,2362000.0,4,No trabaja,0,Ciudad lejana,Arrendada,16,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,5,4.8
EST-0208,Andrés,,Angulo,Silva,CC,4967351171,andrés.angulo20@email.com,573172187104,"Calle 64 # 20-8 Sur, Torre 9 apartamento 10, 206001, Bosconia, Cesar",1996-09-14,4.42,4.42,0,1,16,15,75,0.0,En mora,False,No,5,2745000.0,2,No trabaja,0,Ciudad lejana,Familiar,23,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,4.4
EST-0209,Carlos,Yaneth,Londoño,Villamil,CC,7133034802,carlos.londoño5@email.com,702 20 62,"Dg. 67 # 31P-8, 681150, Onzaga, Santander",2004-05-07,3.93,4.02;3.85,2,2,18,12,85,-0.17,Al día,False,Sí,3,1307000.0,3,Tiempo completo,40,Ciudad cercana,Propia,20,Masculino,Ingeniería de Sistemas,Jaén,Activo,2,0,False,0,4.4
EST-0210,María,Luis,Bastidas,Murcia,CC,7576492119,maría.bastidas78@email.com,(+57)3197306447,"Carrera 92J # 9-58, Apto. 638, 475733, Sabanas de San Ángel, Magdalena",2002-09-10,3.09,2.82;3.12;3.09;3.18;3.18;3.13,6,6,15,0,90,-0.05,Al día,True,No,1,996000.0,3,Tiempo completo,30,Ciudad lejana,Propia,19,Femenino,Ingeniería de Sistemas,Puno,Desertor,1,2,True,0,4.1
EST-0211,Diego,Germán,Gallego,Salazar,CC,4149605229,diego.gallego8@email.com,(+57)3261262655,"Calle 153 # 15-4, 687377, Capitanejo, Santander",2005-11-02,4.28,4.28,0,1,18,18,74,0.0,Al día,False,No,3,5466000.0,3,No trabaja,0,Misma ciudad,Propia,19,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,4.8
EST-0212,Laura,,Barbosa,,CC,7088261934,laura.barbosa37@email.com,+57 601 337 90 35,"Transversal 1W # 3-27 Este, 687648, Suratá, Santander",2006-05-04,3.7,3.70,4,1,9,0,58,0.0,Al día,False,No,1,1097000.0,4,Tiempo completo,40,Ciudad cercana,Familiar,24,Masculino,Ingeniería de Sistemas,Lima,Desertor,1,1,False,1,3.7
EST-0213,John,,Buitrago,Gómez,CC,5945328539,john.buitrago46@email.com,573186727194,"Calle 116 # 8-41, Oficina 71, 913628, Puerto Santander, Amazonas",2006-11-07,3.85,3.93;4.04;3.64;3.75;3.88,2,5,15,7,92,0.13,Al día,True,No,3,1592000.0,2,Medio tiempo,23,Ciudad lejana,Arrendada,23,Femenino,Ingeniería de Sistemas,Lima,Activo,0,2,False,1,4.7
EST-0214,Carlos,Darwin,Cortés,Domínguez,CC,5871735396,carlos.cortés92@email.com,(+57) 316 686 29 82,"Carrera 3ª # 62-84, Casa 8, 055734, Concordia, Antioquia",2005-02-03,3.36,3.19;3.54,5,2,15,0,53,0.35,Al día,True,No,1,778000.0,3,Tiempo completo,30,Ciudad lejana,Arrendada,17,Femenino,Ingeniería de Sistemas,Ayacucho,Desertor,0,4,True,0,3.9
EST-0215,Jaime,,Pabón,Calderón,CC,7151640432,jaime.pabón13@email.com,302 508 59 46,"Cl. 10 # 2-77, Apto. 34, 138729, Arjona, Bolívar",2004-07-28,3.85,3.85,2,1,16,10,95,0.0,Al día,False,No,4,1345000.0,2,Medio tiempo,22,Ciudad lejana,Arrendada,22,Femenino,Ingeniería de Sistemas,Chimbote,Activo,0,0,True,0,4.4
EST-0216,Gilberto,Martha,Posada,Ordóñez,CC,2711084243,gilberto.posada13@email.com,57 327 978 93 73,"Dg. 91 # 55-1 Sur, 765052, Riofrío, Valle del Cauca",2002-01-21,3.53,3.66;3.49;3.73;3.59;3.23;3.46,2,6,22,14,71,0.23,Al día,False,Sí,3,1167000.0,3,No trabaja,0,Ciudad lejana,Arrendada,23,Femenino,Ingeniería de Sistemas,Lima,Activo,1,0,False,0,3.9
EST-0217,Angélica,,Murillo,,CC,6909489174,angélica.murillo27@email.com,+573186823353,"Carrera 3H Sur # 81-61 Sur, Etapa 6 apartamento 84, 159455, Boavita, Boyacá",2001-05-22,3.66,3.80;3.76;3.90;3.41;3.43,4,5,19,6,61,0.02,En mora,True,No,1,1030000.0,5,No trabaja,0,Ciudad lejana,Propia,28,Masculino,Ingeniería de Sistemas,Moquegua,Desertor,0,3,True,1,3.7
EST-0218,Alexander,José,Lozano,López,CC,7283145496,alexander.lozano3@email.com,296 25 09,"Cl. 197 # 49-91 Este, Torre 6 apartamento 686, 941557, San Felipe, Guainía",2006-02-25,4.66,4.66,0,1,16,16,70,0.0,Al día,False,No,1,3582000.0,5,No trabaja,0,Misma ciudad,Arrendada,23,Femenino,Ingeniería de Sistemas,Ica,Activo,0,0,False,2,3.4
EST-0219,José,,Ardila,Orozco,CC,2688519392,josé.ardila87@email.com,358 29 68,"Av. Durán # 60-96 Sur, 686064, Ocamonte, Santander",1998-01-25,3.16,3.21;3.11,6,2,12,0,68,-0.1,En mora,True,No,3,1581000.0,3,No trabaja,0,Ciudad cercana,Arrendada,26,Femenino,Ingeniería de Sistemas,Huaraz,Desertor,1,4,False,1,3.5
EST-0220,Angie,,Padilla,Rojas,CC,8198015996,angie.padilla38@email.com,311 757 37 00,"Avenida carrera 9ª # 13-29 Sur, Apto. 876, 505547, Mapiripán, Meta",2001-04-29,3.97,3.97,2,1,15,10,93,0.0,En mora,True,No,2,1797000.0,3,No trabaja,0,Misma ciudad,Propia,19,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,0,4.1
EST-0221,Patricia,Paola,Castillo,Zambrano,CC,7246893011,patricia.castillo36@email.com,(+57) 316 255 99 31,"Cr. 3ª # 3-48 Este, 202963, Curumaní, Cesar",2004-02-17,3.84,3.82;3.95;3.91;3.66,2,4,19,12,77,-0.25,En mora,False,No,2,432000.0,2,Medio tiempo,10,Misma ciudad,Propia,22,Femenino,Ingeniería de Sistemas,Arequipa,Activo,0,0,False,3,4.2
EST-0222,Rosa,Ricardo,Restrepo,,CC,7368398520,rosa.restrepo94@email.com,601 755 47 07,"Dg. 1ª # 37B-59 Sur, Bodega 11, 151946, Ráquira, Boyacá",2004-05-22,3.41,3.68;3.39;3.15,4,3,12,0,63,-0.24,En mora,True,No,4,1378000.0,6,No trabaja,0,Misma ciudad,Familiar,26,Masculino,Ingeniería de Sistemas,Nazca,Desertor,1,2,False,1,3.0
EST-0223,Leidy,Andrea,Alzate,Vanegas,CC,7538108595,leidy.alzate3@email.com,018004916864,"Avenida carrera 17 # 96-85 Sur, 057069, San Pedro de los Milagros, Antioquia",2002-07-13,3.67,3.67;3.67,3,2,18,11,85,0.0,Pago parcial,False,No,2,3581000.0,1,Tiempo completo,33,Misma ciudad,Propia,25,Femenino,Ingeniería de Sistemas,Sullana,Activo,1,0,False,2,4.4
EST-0224,Fredy,,Medina,Márquez,CC,9598229702,fredy.medina36@email.com,329 287 52 32,"Carrera 20 # 2F-7, Etapa 1 apartamento 11, 174162, Filadelfia, Caldas",2000-12-05,3.2,3.42;3.41;3.13;3.23;2.87;3.15;3.18,6,7,20,4,67,0.03,En mora,True,No,1,769000.0,4,Medio tiempo,20,Ciudad lejana,Propia,18,Femenino,Ingeniería de Sistemas,Lima,Desertor,0,3,False,0,4.2
EST-0225,Rocío,Giovanny,Vanegas,,CC,6237891422,rocío.vanegas43@email.com,686 90 24,"Cr. 69 # 8-8 Este, 413338, Agrado, Huila",2007-11-02,3.96,3.95;3.94;4.00,2,3,17,11,93,0.06,Al día,False,No,4,2300000.0,5,Medio tiempo,30,Misma ciudad,Arrendada,20,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,3,4.0
EST-0226,Luz,Martha,Pacheco,Cuéllar,CC,2674537515,luz.pacheco26@email.com,(+57) 602 566 43 52,"Avenida calle 5ª # 37T-22 Este, 199224, Jambaló, Cauca",2004-06-21,4.23,4.12;4.34,2,2,17,12,80,0.22,Al día,False,No,3,3537000.0,2,No trabaja,0,Ciudad lejana,Arrendada,22,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,4,3.6
EST-0227,Blanca,Armando,Londoño,Henao,CC,1776753114,blanca.londoño67@email.com,+57 306 902 15 87,"Calle 84I Sur # 55-65 Sur, 707420, Guaranda, Sucre",2003-04-25,4.18,4.20;4.27;4.14;4.20;4.10;4.14,1,6,21,20,82,0.04,Al día,False,Sí,2,3297000.0,3,No trabaja,0,Misma ciudad,Arrendada,22,Femenino,Ingeniería de Sistemas,Puerto Maldonado,Activo,0,0,True,2,3.6
EST-0228,Raquel,Elena,Delgado,Salamanca,CC,5736918891,raquel.delgado54@email.com,602 196 93 29,"Tr. 7ª # 5-3, 051084, Concepción, Antioquia",2005-11-10,4.54,4.54,0,1,17,17,85,0.0,Al día,False,No,6,3036000.0,2,Medio tiempo,19,Misma ciudad,Propia,16,Masculino,Ingeniería de Sistemas,Moyobamba,Activo,1,2,False,4,4.1
EST-0229,Gabriela,Lucía,Díaz,Henao,CC,6517655679,gabriela.díaz29@email.com,325 257 89 24,"Avenida carrera 16 # 1-7 Sur, 081232, Piojó, Atlántico",2003-07-20,4.0,3.91;4.08;4.33;3.98;3.70;4.20;3.97;3.81,1,8,22,19,80,-0.16,Al día,False,Sí,3,1232000.0,2,No trabaja,0,Misma ciudad,Arrendada,24,Otro,Ingeniería de Sistemas,Lima,Activo,1,0,False,2,3.8
EST-0230,Fredy,Julieth,Mora,Ruiz,CC,8891131016,fredy.mora0@email.com,576087811440,"Calle 59 # 19-1, 915545, El Encanto, Amazonas",2008-01-23,4.14,4.20;4.13;4.04;4.17,1,4,15,11,91,0.13,Al día,False,Sí,4,1963000.0,4,No trabaja,0,Misma ciudad,Familiar,19,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,4,4.4
EST-0231,Luz,Marina,Ordóñez,Henao,CC,2968860204,luz.ordóñez24@email.com,313 581 47 35,"Cl. 103 # 80-6 Sur, Bodega 26, 547822, Ocaña, Norte de Santander",1999-05-22,3.88,4.07;4.19;4.02;3.90;3.88;4.18;3.56;3.85;3.47;3.66,2,10,17,11,89,0.19,Al día,False,Sí,4,1214000.0,3,No trabaja,0,Misma ciudad,Arrendada,20,Femenino,Ingeniería de Sistemas,Lima,Activo,1,1,False,2,4.5
EST-0232,Carlos,Miguel,Murcia,Flórez,CC,5844328737,carlos.murcia85@email.com,+57 323 717 95 71,"Calle 9ª # 8-92 Sur, 154065, Corrales, Boyacá",1999-11-27,3.52,3.50;3.54,4,2,18,5,98,0.04,Al día,False,No,1,2967000.0,1,No trabaja,0,Ciudad cercana,Propia,23,Femenino,Ingeniería de Sistemas,Lima,Activo,0,2,True,0,3.6
EST-0233,Jesús,Camilo,Rivera,Díaz,CC,9507601290,jesús.rivera64@email.com,+573000781437,"Avenida calle 7ª # 1-6, Apto. 241, 131655, Simití, Bolívar",2004-06-13,4.26,4.20;4.32,1,2,13,12,90,0.12,Pago parcial,False,No,5,591000.0,1,Medio tiempo,20,Ciudad cercana,Familiar,23,Femenino,Ingeniería de Sistemas,Juliaca,Activo,1,0,False,2,4.1
EST-0234,Sofía,,Gómez,Delgado,CC,3866791086,sofía.gómez38@email.com,+573116968555,"Cl. 88 # 6-36, Local 25, 178602, Aranzazu, Caldas",2002-01-08,4.29,4.41;4.17,1,2,18,13,75,-0.24,Al día,False,No,4,929000.0,4,Medio tiempo,25,Ciudad cercana,Familiar,18,Masculino,Ingeniería de Sistemas,Pucallpa,Activo,0,0,False,3,5.0
EST-0235,Jaime,Leidy,Uribe,Londoño,CC,2486286129,jaime.uribe73@email.com,324 570 52 68,"Tr. 47 # 4-3 Este, Torre 4 apartamento 470, 682987, Suaita, Santander",2008-04-25,4.38,4.26;4.51,0,2,18,18,90,0.25,Al día,False,Sí,2,872000.0,4,Medio tiempo,16,Misma ciudad,Arrendada,22,Femenino,Ingeniería de Sistemas,Tumbes,Activo,0,1,False,1,3.8
EST-0236,Katerine,Guillermo,Hurtado,Perea,CC,2286389111,katerine.hurtado47@email.com,+573119902965,"Carrera 148 # 7-1 Sur, 158803, Socha, Boyacá",2005-08-10,3.63,3.74;3.52,5,2,12,0,70,-0.22,Pago parcial,True,No,3,1381000.0,5,Medio tiempo,18,Ciudad lejana,Arrendada,18,Femenino,Ingeniería de Sistemas,Cerro de Pasco,Desertor,0,1,False,0,3.4
EST-0237,Luz,Consuelo,Solano,,CC,3980839670,luz.solano24@email.com,+57 305 294 43 00,"Cr. 76 # 5B-10 Sur, 256430, San Antonio del Tequendama, Cundinamarca",2003-08-29,3.38,3.39;3.65;3.46;3.08;3.47;3.19;3.43,3,7,20,13,97,0.24,Al día,False,No,1,4397000.0,3,Medio tiempo,16,Misma ciudad,Arrendada,28,Masculino,Ingeniería de Sistemas,Lima,Activo,0,4,False,1,4.4
EST-0238,Marina,Gabriel,Martínez,Ocampo,CC,9578710012,marina.martínez85@email.com,(+57)3128077007,"Cl. 190Y Sur # 2-9 Este, Oficina 192, 254787, Yacopí, Cundinamarca",2006-08-24,3.54,3.67;3.78;3.40;3.30,3,4,17,7,66,-0.1,Al día,False,No,5,789000.0,3,No trabaja,0,Misma ciudad,Propia,21,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,0,3.9
EST-0239,Dario,Teresa,Rivera,Rueda,CC,9132780644,dario.rivera78@email.com,(+57) 327 401 96 50,"Av. carrera 100 # 88R-52 Sur, Bodega 501, 055091, Ebéjico, Antioquia",1998-11-28,3.54,3.64;3.33;3.65,5,3,13,0,80,0.32,Pago parcial,True,No,5,1190000.0,2,Medio tiempo,14,Ciudad cercana,Familiar,24,Masculino,Ingeniería de Sistemas,Jaén,Desertor,3,2,True,0,3.5
EST-0240,Marcela,,Marín,López,CC,2690381087,marcela.marín41@email.com,57 606 303 65 27,"Av. carrera 9ª # 9H-3, 856713, Chámeza, Casanare",1997-12-12,3.9,3.81;3.99,3,2,15,4,86,0.18,Al día,False,Sí,4,1223000.0,2,Tiempo completo,40,Misma ciudad,Arrendada,19,Femenino,Ingeniería de Sistemas,Lima,Activo,0,1,False,0,5.0
EST-0241,Jairo,,Ramírez,Quintero,CC,8614072729,jairo.ramírez47@email.com,+573094171661,"Carrera 5ª # 94-99 Este, Local 57, 054006, Yolombó, Antioquia",2006-04-10,3.35,3.48;3.60;3.56;3.28;3.25;3.33;3.10;3.22,5,8,15,0,55,0.12,Al día,False,No,1,1808000.0,2,Tiempo completo,46,Ciudad lejana,Arrendada,22,Masculino,Ingeniería de Sistemas,Huánuco,Desertor,1,1,False,0,4.2
EST-0242,María,Mónica,Quintero,,CC,8645856520,maría.quintero65@email.com,57 300 308 05 44,"Carrera 94 Sur # 6-26, 473411, Santa Ana, Magdalena",2005-12-26,4.02,4.20;3.83;3.90;4.16,1,4,14,9,77,0.26,En mora,False,No,1,2621000.0,5,No trabaja,0,Misma ciudad,Propia,25,Masculino,Ingeniería de Sistemas,Bagua,Activo,0,0,False,3,3.6
EST-0243,Diego,,Ramírez,Rueda,CC,5389571839,diego.ramírez59@email.com,(+57)6057565538,"Carrera 61 # 32-2 Sur, 230351, Tuchín, Córdoba",2002-08-20,3.73,3.86;3.63;3.70;3.74,2,4,17,13,82,0.04,Al día,False,No,4,1851000.0,2,No trabaja,0,Misma ciudad,Arrendada,17,Masculino,Ingeniería de Sistemas,Iquitos,Activo,1,0,False,0,3.3
EST-0244,Rocío,,Palacio,,CC,7045676858,rocío.palacio64@email.com,+573271630581,"Av. calle 199 # 91-63, 055942, Cocorná, Antioquia",1994-09-05,3.28,3.39;3.26;3.23;3.22,5,4,16,0,60,-0.01,En mora,True,No,2,1210000.0,7,Tiempo completo,46,Misma ciudad,Familiar,19,Masculino,Ingeniería de Sistemas,Ayacucho,Desertor,0,1,False,0,4.3
EST-0245,Doris,,Romero,,TI,2830863718,doris.romero29@email.com,573038795851,"Cr. 63L # 9-8, Bodega 6, 259662, Guasca, Cundinamarca",2007-01-27,3.88,3.98;4.11;3.90;3.51,2,4,20,13,83,-0.39,Al día,False,No,3,2230000.0,2,Medio tiempo,20,Misma ciudad,Propia,29,Femenino,Ingeniería de Sistemas,Chimbote,Activo,0,1,False,4,4.4
EST-0246,Felipe,Marlene,Gutiérrez,,CC,5533192737,felipe.gutiérrez82@email.com,576034030294,"Transversal 85 # 9-2 Sur, 054852, Caldas, Antioquia",2000-09-26,3.16,3.07;3.26,5,2,14,1,46,0.19,En mora,True,No,1,1346000.0,4,Medio tiempo,25,Ciudad cercana,Arrendada,23,Masculino,Ingeniería de Sistemas,Chiclayo,Desertor,3,0,True,0,3.6
EST-0247,Fernanda,Lucía,Gómez,Ruiz,CC,8444461032,fernanda.gómez32@email.com,+57 315 157 71 93,"Carrera 145 # 48-9, 660171, Pueblo Rico, Risaralda",1993-11-08,3.16,3.18;3.09;3.30;3.18;3.06,6,5,16,0,56,-0.12,Pago parcial,True,Sí,5,912000.0,2,Medio tiempo,25,Misma ciudad,Arrendada,23,Femenino,Ingeniería de Sistemas,Moquegua,Desertor,2,2,True,2,3.4
EST-0248,Edwin,,Lozano,Orozco,CC,2237236979,edwin.lozano12@email.com,57 326 812 21 85,"Calle 133 # 57Z-15, 279171, Cértegui, Chocó",2007-09-03,3.29,3.29,6,1,14,0,69,0.0,En mora,False,No,3,2568000.0,4,No trabaja,0,Ciudad lejana,Familiar,17,Femenino,Ingeniería de Sistemas,Lima,Desertor,2,2,False,1,2.9
EST-0249,Edith,,Roa,Rodríguez,CC,1687438262,edith.roa21@email.com,3220063590,"Cl. 2ª # 8-17 Este, Etapa 6 apartamento 34, 815696, Saravena, Arauca",2007-07-22,3.87,4.07;4.03;4.10;3.93;3.72;3.82;3.80;3.76;3.71;3.80,1,10,21,19,98,0.09,Al día,False,Sí,1,1492000.0,6,No trabaja,0,Ciudad lejana,Propia,20,Femenino,Ingeniería de Sistemas,Huaraz,Activo,0,0,False,2,4.2
EST-0250,Cecilia,,Guerrero,Velásquez,CC,2971700743,cecilia.guerrero89@email.com,+57 308 191 37 77,"Cl. 47 # 3-7 Sur, Bodega 14, 050219, Támesis, Antioquia",2004-11-27,3.96,3.97;3.95,1,2,17,14,72,-0.02,Al día,False,Sí,4,5153000.0,2,Medio tiempo,25,Misma ciudad,Arrendada,23,Femenino,Ingeniería de Sistemas,Piura,Activo,0,0,False,1,4.8
EST-0251,Jairo,,Ibarra,Vega,CC,7049381497,jairo.ibarra55@email.com,+57 306 650 02 34,"Calle 53 # 52-69 Sur, 766874, Sevilla, Valle del Cauca",2005-04-27,3.48,3.87;3.49;3.51;3.40;3.27;3.32,4,6,22,12,76,0.05,Al día,False,No,3,2260000.0,3,No trabaja,0,Ciudad lejana,Propia,24,Masculino,Ingeniería de Sistemas,Arequipa,Activo,1,0,False,3,4.6
EST-0252,José,Cristian,Pérez,Toro,CC,5955088475,josé.pérez45@email.com,57 326 036 53 93,"Cr. 23 # 2-56 Este, 137103, Regidor, Bolívar",2001-04-16,3.68,3.48;3.85;3.82;3.76;3.48,2,5,20,14,81,-0.28,Pago parcial,False,Sí,3,2742000.0,4,Tiempo completo,36,Misma ciudad,Arrendada,23,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,4,4.6
EST-0253,Yamile,,Orozco,Murillo,CC,2598976042,yamile.orozco39@email.com,328 197 33 04,"Cl. 2O # 11-2 Sur, Etapa 7 apartamento 6, 172415, Anserma, Caldas",2000-10-03,3.51,3.70;3.30;3.53,5,3,16,0,74,0.23,Al día,False,No,1,1541000.0,6,Medio tiempo,24,Ciudad lejana,Familiar,25,Masculino,Ingeniería de Sistemas,Sullana,Desertor,1,4,False,1,3.9
